,Time [s], HR, PULSE, RESP, SpO2
0,0,75,74,20,98
1,1,76,74,20,98
2,2,75,75,20,98
3,3,73,75,20,98
4,4,75,75,19,98
5,5,75,75,19,98
6,6,75,75,19,98
7,7,75,75,19,98
8,8,74,75,19,98
9,9,74,75,19,98
10,10,74,75,19,98
11,11,73,74,19,98
12,12,73,74,19,98
13,13,73,74,19,98
14,14,73,74,19,98
15,15,73,73,19,98
16,16,74,73,19,98
17,17,74,73,19,98
18,18,74,73,19,98
19,19,75,72,19,98
20,20,75,72,19,98
21,21,75,72,19,98
22,22,75,73,19,98
23,23,76,73,19,98
24,24,76,74,19,98
25,25,75,74,19,98
26,26,75,75,19,98
27,27,75,75,19,98
28,28,75,75,19,98
29,29,74,75,19,98
30,30,74,75,19,98
31,31,74,75,19,98
32,32,74,74,19,98
33,33,74,74,19,98
34,34,74,74,18,98
35,35,74,74,18,98
36,36,74,74,18,98
37,37,74,74,19,98
38,38,75,74,19,98
39,39,74,74,19,98
40,40,74,74,19,98
41,41,74,74,19,98
42,42,74,74,19,98
43,43,74,74,19,98
44,44,74,74,19,98
45,45,73,74,19,98
46,46,73,74,19,98
47,47,73,74,18,98
48,48,73,73,18,98
49,49,73,73,18,98
50,50,73,73,18,98
51,51,73,73,18,98
52,52,73,73,18,98
53,53,73,72,18,98
54,54,73,72,18,98
55,55,73,73,18,98
56,56,73,73,18,98
57,57,73,73,18,98
58,58,73,73,18,98
59,59,73,73,18,98
60,60,73,73,18,98
61,61,73,73,18,98
62,62,74,73,18,98
63,63,74,73,18,98
64,64,73,73,18,98
65,65,73,73,18,98
66,66,73,73,18,98
67,67,72,73,18,98
68,68,72,73,18,98
69,69,72,73,18,98
70,70,72,73,18,98
71,71,72,73,18,98
72,72,72,73,18,98
73,73,72,72,18,98
74,74,72,72,18,98
75,75,72,72,18,98
76,76,73,72,18,98
77,77,73,72,18,98
78,78,73,71,18,98
79,79,74,71,18,98
80,80,74,72,18,98
81,81,74,72,18,98
82,82,74,72,18,98
83,83,74,73,18,98
84,84,73,73,18,98
85,85,73,73,18,98
86,86,72,73,18,98
87,87,72,73,18,98
88,88,72,73,18,98
89,89,72,73,18,98
90,90,72,72,18,98
91,91,72,72,18,98
92,92,72,72,18,98
93,93,73,72,18,98
94,94,73,72,18,98
95,95,73,72,18,98
96,96,74,72,18,98
97,97,75,72,18,98
98,98,75,72,18,98
99,99,75,72,18,98
100,100,74,73,18,98
101,101,74,73,19,98
102,102,74,74,19,98
103,103,74,74,19,98
104,104,74,74,19,98
105,105,74,74,19,98
106,106,74,74,19,98
107,107,74,74,19,98
108,108,73,74,19,98
109,109,74,73,19,98
110,110,74,73,20,98
111,111,75,73,20,98
112,112,75,73,20,98
113,113,75,73,20,98
114,114,75,73,20,98
115,115,74,74,20,98
116,116,74,74,20,98
117,117,74,74,20,98
118,118,74,74,20,98
119,119,73,74,20,98
120,120,73,74,20,98
121,121,73,74,20,98
122,122,72,74,20,98
123,123,72,73,20,98
124,124,72,73,20,98
125,125,72,73,20,98
126,126,72,73,20,98
127,127,72,72,20,98
128,128,72,72,20,98
129,129,72,72,20,98
130,130,72,72,19,98
131,131,73,72,19,98
132,132,73,72,19,98
133,133,73,72,20,98
134,134,73,72,20,98
135,135,73,72,20,98
136,136,74,72,19,98
137,137,74,72,19,98
138,138,73,72,19,98
139,139,73,73,19,98
140,140,73,73,19,98
141,141,73,73,19,98
142,142,72,73,18,98
143,143,72,73,18,98
144,144,72,73,18,98
145,145,72,73,18,98
146,146,72,72,18,98
147,147,72,72,18,98
148,148,73,72,19,98
149,149,73,72,19,98
150,150,74,72,19,98
151,151,74,72,19,98
152,152,74,72,19,98
153,153,74,72,19,98
154,154,74,73,19,98
155,155,74,73,19,98
156,156,74,73,19,98
157,157,74,73,19,98
158,158,74,73,19,98
159,159,73,73,19,98
160,160,73,73,19,98
161,161,73,73,19,98
162,162,73,73,19,98
163,163,73,73,19,98
164,164,73,73,19,98
165,165,73,73,19,98
166,166,73,72,19,98
167,167,73,72,19,98
168,168,73,72,19,98
169,169,73,73,19,98
170,170,73,73,20,98
171,171,73,73,20,98
172,172,73,73,20,98
173,173,74,73,19,98
174,174,73,73,19,98
175,175,73,73,19,98
176,176,73,72,19,98
177,177,74,72,19,98
178,178,74,72,19,98
179,179,74,72,19,98
180,180,73,72,19,98
181,181,73,72,19,98
182,182,72,73,19,98
183,183,72,73,19,98
184,184,71,73,19,98
185,185,70,73,19,98
186,186,70,73,19,98
187,187,70,73,19,98
188,188,70,72,19,98
189,189,70,71,19,98
190,190,70,70,19,98
191,191,70,69,19,98
192,192,70,69,19,98
193,193,71,69,19,98
194,194,71,69,19,98
195,195,72,69,19,98
196,196,72,69,19,98
197,197,72,70,19,98
198,198,72,70,19,98
199,199,72,71,19,98
200,200,73,71,18,98
201,201,73,71,18,98
202,202,73,72,18,98
203,203,73,72,19,98
204,204,73,72,19,98
205,205,73,72,19,98
206,206,74,72,19,98
207,207,74,72,19,98
208,208,74,73,19,98
209,209,74,73,19,98
210,210,74,73,19,98
211,211,74,73,19,98
212,212,74,73,19,98
213,213,74,73,19,98
214,214,74,73,19,98
215,215,74,74,19,98
216,216,73,74,19,98
217,217,73,74,19,98
218,218,72,74,19,98
219,219,72,73,19,98
220,220,72,73,19,98
221,221,72,73,19,98
222,222,72,73,19,98
223,223,72,72,19,98
224,224,72,72,19,98
225,225,72,72,19,98
226,226,72,71,19,98
227,227,72,71,19,98
228,228,73,72,19,98
229,229,73,72,19,98
230,230,73,72,19,98
231,231,73,72,19,98
232,232,73,72,19,98
233,233,73,72,19,98
234,234,73,72,19,98
235,235,73,72,19,98
236,236,73,72,19,98
237,237,73,72,19,98
238,238,73,72,19,98
239,239,74,73,19,98
240,240,74,73,19,98
241,241,73,73,19,98
242,242,73,73,19,98
243,243,73,73,19,98
244,244,73,73,19,98
245,245,73,73,19,98
246,246,73,73,19,98
247,247,73,73,19,98
248,248,73,73,19,98
249,249,73,72,19,98
250,250,73,72,19,98
251,251,73,72,19,98
252,252,73,72,19,98
253,253,74,72,19,98
254,254,74,72,19,98
255,255,74,72,19,98
256,256,75,73,19,98
257,257,74,73,18,98
258,258,75,73,18,98
259,259,74,73,18,98
260,260,74,73,18,98
261,261,74,74,18,98
262,262,73,74,18,98
263,263,73,74,18,98
264,264,72,74,18,98
265,265,72,74,18,98
266,266,72,73,18,98
267,267,72,73,18,98
268,268,71,73,18,98
269,269,71,72,18,98
270,270,71,72,19,98
271,271,71,72,19,98
272,272,71,71,19,98
273,273,71,71,19,98
274,274,71,71,19,98
275,275,71,71,19,98
276,276,70,71,19,98
277,277,70,71,19,98
278,278,70,71,19,98
279,279,71,71,19,98
280,280,71,71,19,98
281,281,71,71,19,98
282,282,71,71,19,98
283,283,71,71,19,98
284,284,71,71,19,98
285,285,72,71,19,98
286,286,72,71,19,98
287,287,73,71,19,98
288,288,73,71,19,98
289,289,74,71,19,99
290,290,74,71,19,99
291,291,73,72,19,98
292,292,74,72,19,98
293,293,74,72,19,98
294,294,74,73,19,98
295,295,74,73,19,98
296,296,73,74,19,98
297,297,73,74,19,98
298,298,72,74,19,98
299,299,72,74,19,98
300,300,72,73,19,98
301,301,72,73,19,98
302,302,72,73,18,98
303,303,72,72,18,99
304,304,72,72,18,99
305,305,72,72,18,99
306,306,72,72,18,99
307,307,72,72,18,99
308,308,72,72,18,99
309,309,73,72,17,99
310,310,73,72,17,99
311,311,73,72,17,99
312,312,73,72,17,99
313,313,73,72,17,99
314,314,73,72,17,99
315,315,73,72,17,99
316,316,73,72,17,99
317,317,73,72,17,99
318,318,73,73,17,99
319,319,73,73,17,99
320,320,72,73,17,99
321,321,72,73,17,99
322,322,72,73,17,99
323,323,72,73,17,99
324,324,72,73,17,99
325,325,72,73,17,99
326,326,72,72,18,99
327,327,72,72,18,98
328,328,72,72,18,98
329,329,72,72,18,98
330,330,73,72,18,98
331,331,73,72,18,98
332,332,73,72,18,98
333,333,73,72,18,98
334,334,74,72,18,98
335,335,74,72,18,98
336,336,75,72,18,98
337,337,75,72,18,98
338,338,75,73,18,98
339,339,75,73,18,98
340,340,75,73,18,98
341,341,75,74,18,98
342,342,75,74,18,98
343,343,75,74,18,98
344,344,75,74,18,98
345,345,74,74,18,98
346,346,74,74,18,98
347,347,75,74,18,98
348,348,74,74,18,98
349,349,74,74,18,98
350,350,74,74,18,98
351,351,74,74,18,98
352,352,74,74,18,98
