,Time [s], HR, PULSE, RESP, SpO2
0,0,86,88,18,97
1,1,85,88,18,97
2,2,86,88,18,97
3,3,85,88,17,96
4,4,85,87,17,96
5,5,86,87,17,96
6,6,86,87,18,96
7,7,86,87,18,96
8,8,87,86,18,96
9,9,88,86,18,96
10,10,88,86,17,96
11,11,89,86,17,97
12,12,89,87,17,97
13,13,89,87,17,97
14,14,90,87,17,97
15,15,90,87,17,97
16,16,91,88,17,97
17,17,91,88,17,97
18,18,91,88,17,97
19,19,91,88,17,97
20,20,90,89,17,97
21,21,91,89,17,97
22,22,90,89,17,97
23,23,90,90,17,97
24,24,90,90,17,97
25,25,90,90,17,97
26,26,90,90,17,97
27,27,90,90,17,97
28,28,90,90,17,97
29,29,89,89,16,97
30,30,89,89,16,97
31,31,89,89,16,97
32,32,89,89,16,97
33,33,89,89,16,97
34,34,89,88,16,97
35,35,89,88,16,97
36,36,89,88,16,97
37,37,89,88,16,97
38,38,90,88,16,97
39,39,90,88,16,97
40,40,90,88,16,97
41,41,90,88,16,97
42,42,91,88,16,97
43,43,91,88,17,97
44,44,89,89,17,97
45,45,89,89,17,97
46,46,88,89,17,97
47,47,88,90,17,97
48,48,88,90,17,97
49,49,88,90,17,96
50,50,87,90,17,96
51,51,87,89,17,96
52,52,88,89,17,96
53,53,88,89,17,96
54,54,89,88,17,97
55,55,90,88,17,97
56,56,90,88,18,97
57,57,90,88,18,97
58,58,90,88,18,97
59,59,90,88,18,97
60,60,90,88,18,97
61,61,89,88,18,97
62,62,89,88,18,97
63,63,89,89,18,97
64,64,88,89,18,97
65,65,89,89,18,97
66,66,89,89,18,97
67,67,88,89,18,97
68,68,88,89,18,97
69,69,87,89,16,97
70,70,87,89,16,97
71,71,87,89,16,97
72,72,87,89,16,97
73,73,86,88,16,97
74,74,86,88,16,97
75,75,86,88,16,97
76,76,87,87,16,97
77,77,91,86,16,97
78,78,89,85,16,97
79,79,90,85,16,97
80,80,91,85,16,97
81,81,91,85,16,97
82,82,91,86,16,97
83,83,91,86,16,97
84,84,91,87,16,97
85,85,91,88,16,97
86,86,91,89,16,97
87,87,91,89,16,96
88,88,91,90,16,96
89,89,90,90,16,96
90,90,88,90,16,96
91,91,87,91,16,96
92,92,82,91,16,96
93,93,82,91,16,96
94,94,81,91,16,96
95,95,81,90,16,96
96,96,80,90,17,96
97,97,79,87,17,96
98,98,81,85,17,96
99,99,81,83,17,96
100,100,82,81,17,97
101,101,84,79,17,97
102,102,84,79,17,97
103,103,85,77,17,97
104,104,83,77,17,97
105,105,82,78,17,97
106,106,82,79,17,97
107,107,83,80,17,97
108,108,84,81,17,97
109,109,84,82,17,97
110,110,85,83,17,97
111,111,85,83,17,97
112,112,87,83,17,97
113,113,88,82,17,97
114,114,89,83,17,97
115,115,89,83,17,97
116,116,89,84,17,97
117,117,89,85,17,97
118,118,89,85,17,97
119,119,89,86,16,97
120,120,89,87,16,96
121,121,89,88,16,96
122,122,88,88,16,96
123,123,88,88,16,96
124,124,88,88,16,96
125,125,88,88,17,96
126,126,87,88,17,97
127,127,88,89,17,97
128,128,89,88,17,97
129,129,90,88,17,97
130,130,91,88,17,97
131,131,91,88,17,97
132,132,90,87,17,97
133,133,89,87,17,97
134,134,88,88,17,97
135,135,87,89,17,97
136,136,86,90,17,97
137,137,85,91,17,97
138,138,85,91,18,97
139,139,85,91,18,97
140,140,86,90,18,97
141,141,87,89,18,97
142,142,87,87,18,97
143,143,87,86,18,97
144,144,89,85,18,97
145,145,89,85,18,97
146,146,89,85,18,97
147,147,89,85,18,97
148,148,89,86,18,97
149,149,89,86,18,97
150,150,88,87,18,96
