,Time [s], HR, PULSE, RESP, SpO2
0,0,74,,15.0,
1,1,73,,15.0,
2,2,73,,13.0,
3,3,72,,13.0,
4,4,72,,13.0,
5,5,72,,13.0,
6,6,72,,13.0,
7,7,72,73.0,13.0,100.0
8,8,73,72.0,13.0,100.0
9,9,73,72.0,13.0,100.0
10,10,73,72.0,13.0,100.0
11,11,74,72.0,13.0,100.0
12,12,74,72.0,13.0,100.0
13,13,74,72.0,13.0,100.0
14,14,74,72.0,13.0,100.0
15,15,74,72.0,13.0,100.0
16,16,74,73.0,13.0,100.0
17,17,74,73.0,13.0,100.0
18,18,74,73.0,13.0,100.0
19,19,74,73.0,,100.0
20,20,74,74.0,,100.0
21,21,74,74.0,,100.0
22,22,74,74.0,,100.0
23,23,74,74.0,10.0,100.0
24,24,74,73.0,10.0,100.0
25,25,74,74.0,11.0,100.0
26,26,74,73.0,11.0,100.0
27,27,74,73.0,11.0,100.0
28,28,74,73.0,11.0,100.0
29,29,74,73.0,10.0,100.0
30,30,75,73.0,10.0,100.0
31,31,75,73.0,10.0,100.0
32,32,75,73.0,11.0,100.0
33,33,75,73.0,11.0,100.0
34,34,75,,11.0,
35,35,75,,10.0,
36,36,75,,10.0,
37,37,75,,10.0,
38,38,75,,10.0,
39,39,74,,10.0,
40,40,74,,10.0,
41,41,73,,10.0,
42,42,73,,10.0,
43,43,73,,10.0,
44,44,73,74.0,10.0,100.0
45,45,73,73.0,10.0,100.0
46,46,73,73.0,10.0,100.0
47,47,73,73.0,9.0,100.0
48,48,73,73.0,8.0,100.0
49,49,73,73.0,7.0,100.0
50,50,72,73.0,9.0,100.0
51,51,72,73.0,9.0,100.0
52,52,72,73.0,9.0,100.0
53,53,72,73.0,9.0,100.0
54,54,72,72.0,9.0,100.0
55,55,72,72.0,9.0,100.0
56,56,72,72.0,9.0,100.0
57,57,72,72.0,9.0,100.0
58,58,72,72.0,9.0,100.0
59,59,72,71.0,9.0,100.0
60,60,72,,9.0,
61,61,73,,9.0,
62,62,73,,9.0,
63,63,73,,8.0,
64,64,73,,7.0,
65,65,73,,9.0,
66,66,73,,11.0,
67,67,73,,11.0,
68,68,73,,11.0,
69,69,73,,11.0,
70,70,73,,11.0,
71,71,74,,11.0,
72,72,74,,11.0,
73,73,74,,11.0,
74,74,73,,11.0,
75,75,73,,11.0,
76,76,73,,10.0,
77,77,73,73.0,9.0,100.0
78,78,73,73.0,8.0,100.0
79,79,73,73.0,7.0,100.0
80,80,73,73.0,9.0,100.0
81,81,73,73.0,9.0,100.0
82,82,72,73.0,9.0,100.0
83,83,72,73.0,9.0,100.0
84,84,72,73.0,9.0,100.0
85,85,72,73.0,9.0,100.0
86,86,73,73.0,8.0,100.0
87,87,72,72.0,9.0,100.0
88,88,73,72.0,9.0,100.0
89,89,73,72.0,9.0,100.0
90,90,74,72.0,9.0,100.0
91,91,74,72.0,9.0,100.0
92,92,74,72.0,9.0,100.0
93,93,75,73.0,9.0,100.0
94,94,75,73.0,9.0,100.0
95,95,76,,11.0,
96,96,76,,11.0,
97,97,76,,11.0,
98,98,76,,11.0,
99,99,76,,11.0,
100,100,76,,11.0,
101,101,75,,11.0,
102,102,75,,11.0,
103,103,75,,13.0,
104,104,75,,13.0,
105,105,74,,13.0,
106,106,74,,13.0,
107,107,74,,13.0,
108,108,74,,13.0,
109,109,73,,13.0,
110,110,73,,16.0,
111,111,73,,16.0,
112,112,73,73.0,16.0,100.0
113,113,73,73.0,16.0,100.0
