,Time [s], HR, PULSE, RESP, SpO2
0,0,101,101,21,93
1,1,101,101,21,93
2,2,101,101,21,93
3,3,101,101,21,93
4,4,101,101,21,93
5,5,101,101,20,93
6,6,101,101,20,93
7,7,101,101,20,93
8,8,101,101,20,93
9,9,101,101,20,93
10,10,101,101,21,93
11,11,101,101,21,93
12,12,101,101,21,93
13,13,101,101,21,93
14,14,101,101,21,93
15,15,101,101,21,93
16,16,101,101,21,93
17,17,101,101,21,93
18,18,101,101,20,93
19,19,101,101,20,93
20,20,103,101,20,93
21,21,102,101,20,93
22,22,102,101,20,93
23,23,102,101,20,93
24,24,102,101,20,93
25,25,103,101,20,93
26,26,103,101,20,93
27,27,101,102,20,93
28,28,101,102,20,93
29,29,101,102,20,93
30,30,101,102,20,93
31,31,101,102,20,93
32,32,101,102,20,93
33,33,101,102,20,93
34,34,101,102,20,93
35,35,101,101,20,93
36,36,100,101,21,93
37,37,100,101,21,93
38,38,100,101,21,93
39,39,100,101,22,93
40,40,100,101,22,93
41,41,100,101,22,93
42,42,100,101,22,93
43,43,100,101,22,93
44,44,101,101,22,93
45,45,101,100,22,93
46,46,101,100,22,93
47,47,101,100,22,93
48,48,101,100,22,93
49,49,101,100,22,93
50,50,101,100,22,93
51,51,100,101,22,93
52,52,100,101,22,93
53,53,100,101,22,93
54,54,100,101,21,93
55,55,100,101,21,93
56,56,100,101,21,93
57,57,100,101,21,93
58,58,100,100,20,93
59,59,100,100,20,93
60,60,100,100,20,93
61,61,100,100,20,93
62,62,100,100,20,93
63,63,100,100,20,93
64,64,100,100,20,93
65,65,100,100,20,93
66,66,100,100,20,93
67,67,100,100,20,93
68,68,100,100,20,93
69,69,100,100,20,93
70,70,100,100,20,93
71,71,100,100,20,93
72,72,100,100,20,93
73,73,100,100,20,93
74,74,100,100,20,93
75,75,100,100,20,93
76,76,100,100,20,93
77,77,100,100,20,93
78,78,100,100,20,93
79,79,100,100,20,93
80,80,100,100,21,93
81,81,100,100,21,93
82,82,100,100,21,93
83,83,100,100,21,93
84,84,100,100,21,93
85,85,100,100,21,93
86,86,100,100,21,93
87,87,100,100,21,93
88,88,100,100,21,93
89,89,101,100,21,93
90,90,101,100,20,93
91,91,101,100,20,93
92,92,101,100,20,93
93,93,100,100,21,93
94,94,100,100,21,93
95,95,100,100,21,93
96,96,100,101,21,93
97,97,100,101,21,93
98,98,100,101,21,93
99,99,100,100,20,93
100,100,100,100,20,93
101,101,100,100,20,93
